year,month,rank,book_name,author,pub_by,pub_day,price,genre1,genre2,genre3,book_url
2001,7,55,화인열전 2 (반양장),유홍준 지음,역사비평사,2001-03-31,14400,역사,조선사,조선시대 일반,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=271978
2001,7,56,느리게 산다는 것의 의미,피에르 쌍소 지음 / 김주경 옮김,동문선,2000-06-20,6300,에세이,외국에세이,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=237334
2001,7,57,[CD] 고우영 Digital 三國志 - CD-ROM 2장,고우영 지음,딴지그룹,2001-06-18,24000,만화,대하/서사만화,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=282302
2001,7,58,페니스 파시즘,노혜경.진중권 외 지음,개마고원,2001-07-02,8100,사회과학,비평/칼럼,한국사회비평/칼럼,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=285377
2001,7,59,아빠하고 나하고,유문조 기획 / 유승하 그림,길벗어린이(천둥거인),2001-05-10,6300,유아,0~3세,그림책,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=276860
2001,7,60,애니메이션에 날개를 다는 플래시 5 & 액션 스크립트,장일호 지음,영진.com(영진닷컴),2001-03-20,22500,컴퓨터/모바일,웹디자인/홈페이지,플래시,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=269978
2001,7,61,해리 포터와 비밀의 방 1 (무선),조앤 K. 롤링 지음 / 김혜원 옮김,문학수첩,1999-12-20,7200,소설/시/희곡,판타지/환상문학,외국판타지/환상소설,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=216131
2001,7,62,나쁜 어린이표,황선미 글 / 권사우 그림,웅진주니어,1999-12-20,6300,어린이,초등1~2학년,동화/명작/고전,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=215668
2001,7,63,천 개의 고원,질 들뢰즈.펠릭스 가타리 지음 / 김재인 옮김,새물결,2001-06-30,44100,인문학,서양철학,현대철학,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=287641
2001,7,64,해리 포터와 아즈카반의 죄수 1 (무선),조앤 K. 롤링 지음 / 김혜원 옮김,문학수첩,2000-02-21,7650,소설/시/희곡,판타지/환상문학,외국판타지/환상소설,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=221820
2001,7,65,노무현과 국민사기극,강준만 지음,인물과사상사,2001-04-21,7380,사회과학,비평/칼럼,정치비평/칼럼,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=275155
2001,7,66,이솝 이야기 하나,안노 미츠마사 지음 / 길지연 옮김,"미래아이(미래M&B,미래엠앤비)",2001-07-05,7200,유아,그림책,_나라별 그림책,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=282312
2001,7,67,생명이 있는 것은 다 아름답다,최재천 지음,효형출판,2001-01-20,10800,과학,동물과 식물,동물 일반,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=262445
2001,7,68,마법의 설탕 두 조각,미하엘 엔데 지음 / 유혜자 옮김,한길사,2001-05-10,8100,어린이,동화/명작/고전,외국창작동화,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=277339
2001,7,69,방배동 선생 최경숙의 기초 가정요리 - 일식,최경숙 지음,동아일보사,2001-06-30,7200,가정/요리/뷰티,생활요리,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=284787
2001,7,70,웬디 수녀의 나를 사로잡은 그림들,웬디 베케트 지음 / 김현우 옮김,예담,2001-06-20,11700,예술/대중문화,미술,미술 이야기,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=284415
2001,7,71,"아들아, 머뭇거리기에는 인생이 너무 짧다 1",강헌구 지음,한언출판사,2000-11-06,8820,청소년,청소년 자기계발,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=253636
2001,7,72,로마인 이야기 1,시오노 나나미 지음 / 김석희 옮김,한길사,1995-09-01,12600,역사,서양사,로마사,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=44607
2001,7,73,단순한 기쁨,아베 피에르 지음 / 백선희 옮김,마음산책,2001-05-25,9900,종교/역학,가톨릭,가톨릭 문학,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=279137
2001,7,74,알록달록 동물원,로이스 앨러트 글.그림 / 문정윤 옮김,시공주니어,2001-05-10,7200,유아,그림책,_나라별 그림책,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=276616
2001,7,75,영혼의 산 1,가오싱젠 지음 / 이상해 옮김,현대문학북스,2001-07-18,7920,소설/시/희곡,중국소설,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=287203
2001,7,76,세밀화로 그린 보리 아기그림책 1 - 전3권,이태수 외 지음 / 보리 편집부 엮음,보리,1994-11-01,12150,유아,그림책,그림백과/세밀화,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=61293
2001,7,77,E=mc2,데이비드 보더니스 지음 / 김민희 옮김,생각의나무,2001-03-27,11700,과학,물리학,쉽게 배우는 물리학,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=271839
2001,7,78,선의 나침반 1,숭산스님 지음 / 현각 엮음 / 허문명 옮김,열림원,2001-03-15,6750,종교/역학,불교,불교 인물,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=269742
2001,7,79,몽실 언니,권정생,창비,2000-04-01,7200,어린이,동화/명작/고전,국내창작동화,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=50608
2001,7,80,포옹,필립 빌랭 지음 / 이재룡 옮김,문학동네,2001-05-18,7200,소설/시/희곡,프랑스소설,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=280216
2001,7,81,이주헌의 프랑스 미술 기행,이주헌 지음,랜덤하우스코리아,2001-06-01,16200,예술/대중문화,미술,미술 이야기,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=283441
2001,7,82,프로페셔널의 조건,피터 드러커 지음 / 이재규 옮김,청림출판,2001-01-31,10800,경제경영,[경제경영 사상가 20인],피터 드러커,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=264182
2001,7,83,칠판 앞에 나가기 싫어!,다니엘 포세트 글 / 베로니크 보아리 그림 / 최윤정 옮김,비룡소,1997-11-10,6750,어린이,동화/명작/고전,외국창작동화,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=146428
2001,7,84,우노 선생의 엑셀 베이비,허성덕 지음,마이트프레스,2001-05-17,16200,컴퓨터/모바일,오피스(엑셀/파워포인트),엑셀,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=278872
2001,7,85,바보들은 항상 최선을 다했다고 말한다,Charles C. Manz 외 지음 / 이은숙 옮김,한언출판사,2001-06-01,8820,자기계발,성공,성공학,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=278565
2001,7,86,릭킴의 미국 영어발음 무작정 따라하기,릭킴 / 오경은 지음,길벗이지톡,1999-09-10,10800,외국어,영어듣기/말하기,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=205426
2001,7,87,래리 킹 대화의 법칙,래리 킹 지음 / 강서일 옮김,청년정신,2001-06-09,8100,자기계발,협상/설득/화술,화술,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=281244
2001,7,88,그래도 엄마는 너를 사랑한단다,이언 포크너 글 그림 / 서애경 옮김,중앙출판사(중앙미디어),2001-04-10,8100,유아,4~7세,그림책,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=273408
2001,7,89,모반의 역사,한국역사연구회 지음,세종(세종서적),2001-07-10,9000,역사,한국사 일반,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=285954
2001,7,90,동정 없는 세상,박현욱 지음,문학동네,2001-06-18,9000,소설/시/희곡,한국소설,2000년대 이후 한국소설,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=281175
2001,7,91,딸 그리고 함께 오르는 산,제프리 노먼 지음 / 정영목 옮김,청미래,2001-05-30,9000,에세이,외국에세이,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=279726
2001,7,92,목수일기,목수 김씨 지음,웅진지식하우스,2001-07-12,7200,에세이,자연에세이,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=286760
2001,7,93,느림보 학습법,신의진 지음,랜덤하우스코리아,2001-06-04,7200,좋은부모,육아,육아 일반,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=280779
2001,7,94,유럽의 음식문화,맛시모 몬타나리 지음 / 주경철 옮김,새물결,2001-06-15,11700,역사,서양사,서양사일반,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=284656
2001,7,95,프레드릭,레오 리오니 글 그림 / 최순희 옮김,시공주니어,1999-11-15,8100,유아,그림책,_나라별 그림책,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=222073
2001,7,96,로마인 이야기 2,시오노 나나미 지음 / 김석희 옮김,한길사,1995-09-01,15300,역사,서양사,로마사,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=44608
2001,7,97,달콤한 인생,최인호 지음,문학동네,2001-07-13,7200,소설/시/희곡,한국소설,2000년대 이후 한국소설,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=285427
2001,7,98,호치민 평전,찰스 펜 지음 / 김기태 옮김,자인,2001-05-23,9900,역사,아시아사,동남아시아사,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=280036
2001,7,99,방배동 선생 최경숙의 기초 가정요리 - 양식,최경숙 지음,동아일보사,2001-05-30,7650,가정/요리/뷰티,생활요리,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=280551
2001,7,100,곰 사냥을 떠나자,헬린 옥슨버리 그림 / 마이클 로젠 글 / 공경희 옮김,시공주니어,1994-06-20,7650,유아,그림책,_나라별 그림책,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=11523
2002,7,1,아홉살 인생,위기철 지음,청년사,2001-01-26,8820,소설/시/희곡,한국소설,2000년대 이전 한국소설,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=265067
2002,7,2,뇌 1,베르나르 베르베르 지음 / 이세욱 옮김,열린책들,2002-07-15,10620,소설/시/희곡,프랑스소설,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364908
2002,7,3,뇌 2,베르나르 베르베르 지음 / 이세욱 옮김,열린책들,2002-07-15,10620,소설/시/희곡,프랑스소설,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364913
2002,7,4,화,틱낫한 지음 / 최수민 옮김,명진출판사,2002-04-03,8010,에세이,외국에세이,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=342705
2002,7,5,50 English,샘박 지음,디자인하우스,2001-11-15,9900,외국어,영어학습법,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=305271
2002,7,6,신경림의 시인을 찾아서,신경림 지음,우리교육,1998-10-20,7200,에세이,한국에세이,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=88703
2002,7,7,오페라의 유령,가스통 르루 지음 / 성귀수 옮김,문학세계사,2001-09-20,8280,소설/시/희곡,프랑스소설,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=297204
2002,7,8,언제까지나 너를 사랑해,로버트 먼치 글 / 안토니 루이스 그림 / 김숙 옮김,북뱅크,2000-05-03,8550,유아,그림책,_나라별 그림책,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=229734
2002,7,9,좌우는 있어도 위아래는 없다,박노자 지음,한겨레출판,2002-06-21,9900,사회과학,사회문제,인권문제,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=362284
2002,7,10,창가의 토토,구로야나기 테츠코 지음 / 김난주 옮김 / 이와사키 치히로 그림,프로메테우스,2004-01-29,9900,소설/시/희곡,일본소설,1950년대 이후 일본소설,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=233350
2002,7,11,상속,은희경 지음,문학과지성사,2002-06-28,9900,소설/시/희곡,한국소설,2000년대 이후 한국소설,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=363805
2002,7,12,영원한 리베로,홍명보 지음,은행나무,2002-05-25,8010,에세이,명사에세이,기타 명사에세이,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=350142
2002,7,13,황만근은 이렇게 말했다,성석제 지음,창비,2002-06-25,12600,소설/시/희곡,한국소설,2000년대 이후 한국소설,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=363224
2002,7,14,Next Society,피터 드러커 지음 / 이재규 옮김,한국경제신문,2002-07-10,11700,경제경영,[경제경영 사상가 20인],피터 드러커,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=363690
2002,7,15,이윤기의 그리스 로마 신화 2,이윤기 지음,웅진지식하우스,2002-02-07,12150,인문학,신화/종교학,그리스로마 신화,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=329480
2002,7,16,들으면서 정리하는 이보영의 120분 영문법 (교재 + 테이프 3개),이보영 지음,넥서스,2002-03-25,13500,외국어,영문법,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=341459
2002,7,17,이윤기의 그리스 로마 신화 1,이윤기 지음,웅진지식하우스,2000-06-26,12150,인문학,신화/종교학,그리스로마 신화,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=239808
2002,7,18,당신들의 대한민국 1,박노자 지음,한겨레출판,2001-12-24,9000,사회과학,비평/칼럼,한국사회비평/칼럼,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=323424
2002,7,19,누가 내 머리에 똥 쌌어?,울프 에를브루흐 그림 / 베르너 홀츠바르트 글,사계절,2002-01-05,8550,유아,그림책,_나라별 그림책,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=33471
2002,7,20,연탄길,이철환 지음,삼진기획,2000-08-01,6750,에세이,한국에세이,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=244199
2002,7,21,달님 안녕,하야시 아키코 글ㆍ그림,한림출판사,2001-04-02,8550,유아,0~3세,그림책,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=270976
2002,7,22,그림으로 생각 키우기,고미 타로 지음,창해,2002-06-08,8100,어린이,초등1~2학년,과학/수학/사회,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=360910
2002,7,23,심심해서 그랬어,윤구병 글 / 이태수 그림,보리,1997-04-30,8100,유아,그림책,_나라별 그림책,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=92021
2002,7,24,우리 몸의 구멍,이혜리 그림 / 허은미 글,길벗어린이(천둥거인),2000-06-10,7650,유아,4~7세,유아교양,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=236635
2002,7,25,셜록 홈즈 전집 6 (양장),아서 코난 도일 지음 / 백영미 옮김 / 시드니 파젯 그림,황금가지,2002-05-10,9000,소설/시/희곡,추리/미스터리소설,영미 추리/미스터리소설,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=348231
2002,7,26,누가 내 치즈를 옮겼을까?,스펜서 존슨 지음 / 이영진 옮김,진명출판사,2000-03-15,6300,자기계발,성공,성공학,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=226139
2002,7,27,바우돌리노 - 상,움베르토 에코 지음 / 이현경 옮김,열린책들,2002-04-30,11520,소설/시/희곡,세계의 소설,이탈리아소설,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=346221
2002,7,28,셜록 홈즈 전집 5 (양장),아서 코난 도일 지음 / 백영미 옮김 / 시드니 파젯 그림,황금가지,2002-04-05,9900,소설/시/희곡,추리/미스터리소설,영미 추리/미스터리소설,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=343427
2002,7,29,내 영혼이 따뜻했던 날들,포리스트 카터 지음 / 조경숙 옮김,아름드리미디어,1998-08-15,5850,소설/시/희곡,영미소설,,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=30184
2002,7,30,CEO 히딩크,이동현.김화성 지음,바다출판사,2002-06-25,10800,자기계발,리더십,리더십,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=363402
2002,7,31,토마토 : 토익점수 마구 올려주는 토익 (Reading),오혜정 외 지음,능률영어사,2002-01-07,15300,외국어,토익,Reading,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=324602
